ra dec u g r i z 
238.58736741 25.62969774 20.360641 20.37639 20.640272 20.761364 21.805099 
238.64656683 6.66365338 19.464439 19.506208 19.796917 20.048712 20.247498 
239.30725431 28.06085603 19.103724 19.13641 19.369139 19.624157 19.890768 
239.55672885 40.37499368 19.674404 19.84347 20.086889 20.158459 20.454439 
239.85123046 13.88332431 19.918459 19.963404 20.161667 20.422403 20.804554 
239.99596544 10.97835925 20.156942 20.081903 20.299442 20.516218 20.900425 
240.12905414 19.95956976 18.441076 18.507822 18.795332 19.056557 19.328127 
240.19400963 36.49361754 19.368101 19.507284 19.914537 20.17181 20.363798 
240.21393454 40.34945926 19.249727 19.24213 19.494446 19.711 19.916256 
240.59630165 5.37773255 18.70784 18.786024 19.046808 19.34466 19.533817 
241.10311217 40.83081168 20.066032 20.121794 20.375891 20.660168 20.834951 
241.18381104 3.61361442 19.612726 19.57452 19.671743 19.864843 20.007324 
241.23855093 39.39450129 19.606266 19.74123 20.079142 20.370699 20.933971 
241.34361464 53.37227071 18.370308 18.432945 18.694201 18.961432 19.125019 
241.60496083 5.47258451 18.483173 18.541065 18.839149 19.142008 19.43432 
241.81186263 39.17417285 19.095856 19.214245 19.565193 19.867292 19.957872 
241.89907532 53.35020672 19.736042 19.794508 20.153494 20.41074 20.300144 
242.31423296 12.42108856 19.322269 19.456789 19.873129 20.215971 20.555531 
242.50302353 37.00250443 18.589373 18.655752 19.002802 19.28669 19.505033 
242.51350523 11.50126537 17.641211 17.715055 18.032412 18.27993 18.49733 
242.62570465 40.2263569 19.446604 19.584295 19.992605 20.226484 21.000896 
242.89270047 17.63810389 20.068821 20.11846 20.398571 20.696115 20.948547 
242.97037728 42.23344567 18.820072 18.859652 19.131227 19.430538 19.664122 
242.99055205 28.38303189 19.910532 19.934837 20.237522 20.452568 20.919456 
243.05577098 25.82927583 20.063326 19.971319 20.124346 20.309439 20.561069 
243.07632843 45.15581507 18.887861 18.887087 19.118917 19.381369 19.591347 
243.38046941 18.40187749 18.42411 18.470354 18.692173 18.934418 19.071783 
243.70241952 24.5852534 19.27952 19.375597 19.686207 19.891239 20.196062 
244.0426598 35.53595293 20.010874 20.135313 20.477919 20.756134 20.752502 
244.08644752 18.54880787 20.327707 20.42243 20.717934 21.005363 21.481869 
244.5285794 36.84686787 19.726786 19.793648 20.163424 20.40588 20.579632 
244.97493008 49.56409922 19.034397 19.121361 19.405611 19.656746 19.836725 
245.07430822 15.56441048 20.310617 20.467215 20.740295 20.988756 21.904016 
245.57761625 32.90240438 19.607342 19.664848 20.057224 20.390585 20.56197 
245.99783044 25.06302487 19.199903 19.242233 19.529928 19.821707 19.93404 
246.43973676 0.01492906 20.178562 20.21311 20.391722 20.598076 21.016092 
246.64934485 13.09573609 18.416227 18.480244 18.812914 19.053411 19.33112 
246.7638896 17.39100426 18.456121 18.483828 18.783489 19.021778 19.301851 
246.79655505 25.51902311 18.838064 18.862947 19.116442 19.30489 19.736647 
247.23368107 15.22447572 20.036516 20.055304 20.366821 20.654978 21.047119 
247.30426467 34.22366897 19.317583 19.452831 19.741114 20.055326 20.313437 
248.37387354 26.35119712 19.771782 19.775999 20.118584 20.350481 20.928644 
248.4726786 39.6840067 19.71352 19.770885 20.151314 20.450457 20.916992 
248.50210227 27.50103085 20.230076 20.264713 20.547327 20.717802 20.731255 
248.97121219 35.49644768 19.853792 19.902931 20.146238 20.24571 20.556637 
249.53052596 -0.14379265 19.927732 19.854702 20.054907 20.285706 20.332369 
249.98506932 23.08326054 19.88027 19.827358 20.03697 20.244551 20.389925 
251.25220347 21.24919983 20.150883 20.188761 20.446522 20.627508 20.803814 
251.55022094 63.78052915 19.364697 19.524027 19.836922 20.108488 20.439657 
251.76431303 24.85808969 19.225655 19.459696 19.858915 20.177889 20.481674 
251.98631415 36.68559122 19.898546 19.990015 20.349899 20.582972 21.018064 
252.16609248 43.86495159 18.569565 18.687918 19.047903 19.328524 19.534554 
252.40034515 38.84673059 18.934135 19.00782 19.342295 19.61697 19.840303 
252.52886542 20.84712599 19.693329 19.825474 20.141512 20.388447 20.388838 
252.73816519 40.72425753 17.511993 17.650944 17.994616 18.242836 18.484526 
252.93106898 36.77991214 18.977419 19.087973 19.232872 19.2784 19.303524 
253.09239057 32.3706012 17.644579 17.746767 18.0389 18.30208 18.60511 
253.190936 29.01477436 18.677197 18.636366 18.845581 18.966745 19.115314 
253.45572151 27.77982086 18.630978 18.668579 18.957607 19.240685 19.371603 
253.9824699 26.7636158 19.12553 19.161873 19.417974 19.714661 20.011606 
254.01648301 37.48286013 19.22715 19.345737 19.564756 19.765455 19.990238 
254.24718234 39.42114321 18.995846 19.113731 19.445547 19.751581 20.032572 
254.9106107 61.68367016 17.539196 17.519867 17.770716 17.991198 18.072588 
254.94378504 39.57174431 18.921144 19.052717 19.427076 19.691431 19.933466 
255.43197969 38.83154709 18.445665 18.530285 18.80418 19.084225 19.361372 
255.75281569 36.54677562 19.785154 19.869709 20.213247 20.441612 20.524124 
255.94103211 21.41838998 18.287144 18.357908 18.711388 18.987667 19.246794 
258.34647842 28.16505433 18.81778 18.957474 19.211237 19.520308 19.630259 
258.8092174 28.12578624 19.310522 19.395575 19.684599 19.869736 20.106668 
259.06751418 41.01964339 20.108162 20.268293 20.473825 20.772022 21.207561 
259.28855549 30.08935016 20.110012 20.280293 20.568701 20.850342 21.253714 
259.66625652 28.55489489 19.466295 19.558594 19.898855 20.134821 20.384537 
260.67991194 60.51654302 17.908087 18.022598 18.365551 18.584284 18.84095 
260.8752757 60.25133781 19.53314 19.662134 19.940355 20.210615 20.141405 
262.67590972 54.05367565 18.560577 18.614325 18.868757 19.061728 19.215328 
265.70028552 55.09112966 19.734192 19.788715 20.098938 20.302807 20.687086 
278.00029632 42.00828408 18.922897 19.079865 19.309885 19.540358 19.787298 
278.21749412 42.2572579 17.56073 17.726332 18.0879 18.376539 18.677109 
278.79796221 40.96446885 19.219673 19.229191 19.580421 19.968981 20.18412 
299.44488143 77.342554 20.589663 20.387011 20.56809 20.690819 21.296661 
306.82714076 76.5796234 18.196442 18.164228 18.306084 18.487772 18.73568 
308.82291294 -6.76108888 18.688484 18.823408 19.184622 19.471107 19.537296 
309.58850358 -5.57034461 18.140484 18.156364 18.340998 18.527781 18.686081 
310.41975023 -4.87635856 18.96759 19.07736 19.347849 19.556936 19.765654 
310.94876544 0.99006471 20.134481 20.151945 20.346123 20.498596 20.438417 
310.95741235 -6.08652097 19.762024 19.854031 20.146221 20.253328 20.517149 
312.33122925 76.97472153 18.676214 18.746462 18.958387 19.137625 19.401072 
313.25709953 0.69520255 19.277855 19.322569 19.528198 19.741886 19.979378 
313.45135803 16.27231781 20.135967 20.085308 20.38965 20.564594 20.75737 
313.45186828 -0.49524206 19.052687 19.163197 19.485048 19.713381 19.960876 
315.86950424 -0.77793282 19.261745 19.385696 19.708288 19.972933 19.973585 
316.124477 -6.47855689 19.29076 19.224411 19.383074 19.576752 19.873894 
316.22792612 -0.01206672 20.298431 20.427429 20.801188 21.036087 21.186214 
316.92625601 10.43657777 18.509718 18.488697 18.680141 18.858633 19.020889 
317.95663065 -5.66064517 18.628838 18.836023 19.221628 19.488041 19.593775 
318.81341475 -6.60513125 18.900486 18.936552 19.227886 19.434401 19.60375 
319.9618333 -6.68227836 19.454666 19.470181 19.744884 19.980995 20.159088 
321.01299902 11.70837367 18.86989 18.98488 19.309286 19.616537 19.912306 
321.20380341 11.41255658 20.713797 20.625488 21.096352 21.238274 21.398285 
322.1728746 0.20872309 18.40588 18.483669 18.810936 18.999649 19.246164 
322.76415469 10.99893292 18.749821 18.789639 18.947863 19.186388 19.335743 
325.32023957 -6.49990817 18.694351 18.623007 18.824694 19.017086 19.238802 
326.36295013 12.88222424 17.834341 17.963205 18.232689 18.469801 18.740072 
326.80215154 0.31770224 18.473373 18.510778 18.722778 18.921091 19.231806 
327.7803539 -8.80814624 18.557116 18.547031 18.698076 18.840565 19.050785 
328.81015377 -7.9760562 18.069279 18.265562 18.705631 18.986797 19.210667 
329.7494699 -0.47924133 20.046268 20.141623 20.453602 20.743294 21.002377 
330.51312233 -0.34833023 19.388062 19.374535 19.629152 19.859064 20.152506 
331.08027112 -1.25700737 19.929731 19.931583 20.161377 20.234423 20.716383 
331.59887568 13.43236112 17.652145 17.765011 18.01001 18.246962 18.49519 
331.66803953 5.55350947 19.963318 19.955559 20.12816 20.382551 20.469624 
334.37188292 0.14260028 18.480171 18.547001 18.828035 19.050987 19.320478 
338.23085104 -8.67895556 17.40641 17.393358 17.592613 17.806421 18.009117 
339.2005405 13.92705218 19.991833 20.028166 20.299597 20.511862 20.502787 
339.74168088 1.06494917 19.644785 19.858772 19.981869 20.134792 20.255699 
339.91435528 22.99053876 17.920095 18.276703 18.755192 19.098629 19.347321 
340.11298582 -0.99599825 18.75148 18.832006 18.990383 19.197247 19.336477 
340.13191423 0.21027333 20.248804 20.25959 20.385475 20.523363 20.566593 
341.24667947 31.0786777 20.383055 20.359116 20.607695 20.746452 20.476618 
342.37662244 -0.27306872 18.24818 18.263214 18.415672 18.601818 18.84004 
342.58713315 -9.24042894 18.665541 18.800343 19.143433 19.357126 19.729385 
342.84222135 31.9413396 17.976213 18.099531 18.391665 18.646538 18.863646 
343.0255842 13.14201252 18.835743 18.833048 18.973244 19.171358 19.40139 
345.50611373 -0.42552112 20.038435 20.119221 20.419249 20.591957 21.200546 
346.36204213 -8.33107E-3 20.356821 20.476349 20.787054 21.025625 21.148367 
346.7348802 13.99131172 19.096123 19.010256 19.085114 19.258951 19.372429 
347.67144167 14.26686113 18.895237 18.90806 19.076895 19.307505 19.391182 
347.92267191 23.45194117 19.221308 19.142773 19.311356 19.463535 19.759876 
348.35102954 -0.27694036 19.633375 19.826969 20.061247 20.361664 21.257263 
348.6323825 -0.82711959 19.499954 19.590275 19.72266 19.925388 20.098724 
349.91816483 -8.84366602 18.89431 18.869213 19.063597 19.272226 19.376455 
350.06337871 0.79064345 19.45561 19.513626 19.729013 19.951809 20.148291 
350.93697842 15.1496276 18.971678 18.969952 19.174446 19.359432 19.55456 
353.27123611 0.86549998 18.421606 18.581339 18.875206 19.117662 19.393347 
353.96174098 14.50885376 20.129234 20.03772 20.195047 20.406229 20.62331 
354.35810967 14.95315081 19.200769 19.155384 19.362484 19.553377 19.71137 
354.70433098 1.19411318 19.819132 19.963068 20.269709 20.475943 21.114172 
354.74399115 -9.80446298 19.179245 19.312155 19.576536 19.907808 19.838776 
354.80529216 15.47731605 16.730196 16.834047 17.108747 17.368406 17.599403 
354.88059342 -0.03232601 20.5068 20.546774 20.760471 20.756092 21.114019 
355.33157079 42.4566261 20.358803 20.227129 20.286264 20.401567 20.386623 
355.3523296 15.75307478 18.85844 18.912281 19.174219 19.396969 19.615007 
355.86069708 -0.96372822 19.658504 19.71846 19.919737 20.110355 20.280966 
355.96906939 0.45916509 20.096664 20.358011 20.536591 20.885204 20.794857 
356.58848062 -9.40421029 19.437376 19.475105 19.848095 20.087317 20.331324 
356.60545081 15.56623086 20.028877 20.01185 20.348835 20.462452 20.930536 
356.78874543 0.31612065 18.797234 19.00412 19.379572 19.648161 20.050013 
357.05845508 -9.81408519 19.203115 19.319426 19.683033 19.888493 20.255909 
357.20317011 38.29848688 17.499298 17.54933 17.833475 18.070326 18.323244 
357.34948528 42.79421412 19.252645 19.152689 19.314779 19.468487 19.638569 
358.34233682 0.44829353 19.582253 19.706575 20.087849 20.356827 20.433825 
358.54325041 -1.12464716 18.099865 18.154192 18.375711 18.568125 18.725653 
359.24254683 35.5548637 20.515602 20.569107 20.847607 21.122063 21.157394 
