ra dec u g r i z 
133.32021151 5.25150313 20.428709 20.020094 20.137426 20.224764 20.239656 
133.32078337 21.65161937 18.116455 18.034546 18.415617 18.747332 19.005785 
133.3295275 14.39749975 21.043373 20.300133 20.446587 20.656973 20.680542 
133.33034781 2.41699516 20.11091 20.138697 20.513569 20.940434 21.070593 
133.35644913 0.08729575 18.622721 18.219549 18.382318 18.555801 18.717628 
133.36440348 22.63610522 19.56179 19.530798 19.837452 20.063309 20.242449 
133.36554303 18.78227375 19.470573 19.134624 19.374184 19.57093 19.89563 
133.37889626 40.20416098 20.530916 20.060858 20.251322 20.49214 20.688318 
133.39293672 38.52106325 20.581676 20.07053 20.17457 20.370586 20.544813 
133.39361369 11.75098557 19.408403 19.347605 19.695265 19.921879 20.109455 
133.39662573 3.96068986 20.01646 20.04958 20.399492 20.695629 21.247862 
133.40547824 5.77786708 18.93355 18.750755 19.078337 19.350618 19.519958 
133.40932396 31.16442873 20.153038 19.66996 19.911232 20.08708 20.165127 
133.42175623 3.1864407 20.311251 20.328543 20.802086 21.186546 21.562712 
133.43055183 42.4240774 18.762001 18.546598 18.831858 19.088064 19.283941 
133.43267551 1.08725484 18.857088 18.888521 19.265196 19.617386 19.817295 
133.43292588 5.36242155 20.591534 20.133389 20.268593 20.430206 20.652456 
133.43601082 44.12803646 19.489546 19.097496 19.006403 19.012362 19.178535 
133.43630652 27.18177619 19.871857 19.435394 19.538208 19.728455 19.922169 
133.4420841 22.03692402 20.263231 19.857052 19.993378 20.185717 20.448935 
133.45355755 15.18725435 17.907747 18.003759 18.42506 18.766504 18.999557 
133.46208996 32.39819069 19.6304 19.168957 19.295792 19.455858 19.592659 
133.46495691 37.34276207 19.455595 19.117205 19.436472 19.665581 19.857353 
133.46969196 9.66935832 20.043741 19.803011 20.133514 20.339266 20.706472 
133.47295091 22.27472458 16.777344 16.569733 16.862707 17.13047 17.396463 
133.49114414 6.2885303 20.021204 19.836271 20.025747 20.160343 20.40723 
133.5137828 36.1892746 19.29777 18.792955 18.862099 18.988224 19.215416 
133.5158979 10.28477304 18.389038 18.755653 19.213886 19.521418 20.032015 
133.51594386 11.61633902 21.033884 20.59922 20.607582 20.697783 20.607115 
133.52038991 24.81357269 19.595915 19.873594 20.364172 20.761379 21.077875 
133.52051016 21.42393059 20.1765 19.877787 20.182383 20.395454 20.660389 
133.52424893 23.91279751 19.088438 18.690434 18.91346 19.130308 19.47917 
133.5307387 2.72670148 20.204849 19.930323 20.044807 20.183567 20.467918 
133.5352953 41.88060417 20.135015 19.980207 20.388952 20.629778 21.831713 
133.54172074 27.05903696 20.054008 19.606329 19.78293 20.054188 20.261665 
133.54293203 32.63017233 20.183771 19.966259 20.180695 20.492094 20.485212 
133.55136814 23.71231104 19.556202 19.220047 19.488081 19.661097 19.992369 
133.55317695 4.61783414 19.822378 19.55262 19.848953 20.109007 20.610929 
133.55812394 18.88989414 18.099916 17.729977 18.013906 18.271599 18.515221 
133.55887718 41.69026179 18.650269 18.710032 19.056112 19.395319 19.441477 
133.5641895 12.04194224 20.066996 19.970366 20.289299 20.547855 20.711454 
133.57779179 1.74757535 19.347923 18.946045 18.846748 18.886763 19.023607 
133.58152445 42.66349666 20.177509 19.748341 19.965544 20.175747 20.470522 
133.58824409 84.17359643 19.910503 19.752445 20.077932 20.300371 20.912127 
133.58989522 23.19913252 18.77261 18.885035 19.326031 19.69845 19.771645 
133.59766427 15.393088 19.389301 19.365566 19.774229 20.021618 20.323673 
133.60163361 37.21878515 20.28355 19.89842 20.114559 20.346319 20.503929 
133.6054613 11.64154846 19.984156 20.082903 20.494999 20.775518 21.081032 
133.61473848 37.74923975 19.680988 19.530375 19.928659 20.246675 20.306353 
133.6254175 24.50511999 18.986303 19.157959 19.583645 19.819841 19.841274 
133.64272049 1.96610742 19.174717 18.713568 18.803648 18.888655 19.125296 
133.64928129 31.10181425 20.205147 20.12792 20.441832 20.772087 21.082657 
133.66601584 14.4115129 20.278061 20.064598 20.389095 20.648783 21.081907 
133.68444524 30.28713071 20.364626 19.929834 20.24131 20.448378 20.941435 
133.69188092 20.77295089 19.54785 19.203375 19.475094 19.670206 19.884056 
133.70405908 12.3366926 18.132217 18.192713 18.574886 18.92218 19.183783 
133.71117228 24.36223508 18.373617 18.031694 18.314835 18.539139 18.769979 
133.71942089 2.29990282 19.491104 19.10935 19.323965 19.578989 19.864359 
133.74429474 27.87378378 18.324755 17.720543 17.498629 17.444866 17.528246 
133.7461376 35.96550061 19.557734 19.984724 20.488588 20.784805 21.397451 
133.75211714 33.06611041 18.052828 17.681309 17.892023 18.111355 18.297798 
133.75793171 2.52492305 20.459509 20.115183 20.130604 20.270176 20.312323 
133.76154719 39.08644175 20.668491 20.227257 20.233072 20.293509 20.547274 
133.76248766 6.5967726 19.347832 19.667992 20.164015 20.506113 20.880169 
133.77383757 21.56007237 20.843531 20.447615 20.696665 20.915585 21.009447 
133.77800515 7.61951287 18.942083 18.467169 18.63603 18.853209 19.124678 
133.78037162 6.59469582 17.477434 17.266705 17.379606 17.386526 17.735558 
133.78831921 5.39993839 20.542791 20.373615 20.638203 20.785139 21.117275 
133.79945015 40.36949209 19.949558 19.843258 20.188698 20.419947 20.674387 
133.80391145 26.55597697 20.332981 19.990953 20.212038 20.556131 20.432621 
133.81577526 16.38925316 19.288523 19.01866 19.289618 19.552132 19.808167 
133.8218419 14.54147525 19.277704 19.36058 19.652256 19.961454 20.09691 
133.82684241 0.9759145 19.762539 19.782583 20.101547 20.367117 21.107485 
133.84590363 24.75626877 18.357826 18.507904 18.863743 19.231863 19.470776 
133.84993061 21.19623381 20.751427 20.387253 20.438648 20.676424 21.219137 
133.86849537 61.03646232 16.510105 16.730766 17.243376 17.501099 17.815695 
133.87177034 5.40143992 19.123293 18.670164 18.668041 18.794762 18.917994 
133.87571167 28.17534786 19.123426 18.78631 18.812593 18.893465 19.061193 
133.88544797 25.47589102 19.3409 18.978441 18.894892 18.922712 19.107346 
133.9227151 21.08109394 20.000256 19.613806 19.546181 19.547461 19.776066 
133.92379883 47.76510278 18.336977 17.864048 17.926136 18.038837 18.203991 
133.92536573 42.76451042 20.24402 19.94471 20.137346 20.319553 20.307392 
133.9301 18.76703095 17.370058 17.283194 17.628727 17.910494 18.207623 
133.94353285 3.46898274 20.225035 19.847164 20.008984 20.163967 20.424768 
133.96842622 8.81696806 19.432013 19.042757 19.085945 19.137194 19.243219 
133.9789346 20.76477837 19.086611 18.672619 18.946512 19.110975 19.325678 
133.98949585 8.28513425 18.052294 17.769543 18.091892 18.341518 18.594238 
133.996727 48.43350828 19.388996 18.966606 18.904848 18.942467 19.067162 
134.01123426 6.87140051 19.982061 19.624144 19.913771 20.165623 20.367046 
134.01618105 5.21804338 19.712627 19.717791 20.109789 20.443846 20.632967 
134.02033385 54.91700904 19.058668 18.666006 18.647629 18.74707 18.826906 
134.03515285 19.21261829 20.171339 19.758732 19.787403 19.921925 20.125486 
134.03718689 18.39733879 19.835318 19.2591 18.994429 18.93269 18.94739 
134.0587835 2.10997588 19.379568 19.391676 19.772776 20.112375 20.643301 
134.0592632 0.52596617 20.310417 20.117151 20.288342 20.542162 20.827011 
134.06567294 20.86444634 19.828993 19.357391 19.349251 19.546429 19.666855 
134.06695911 0.5274602 19.392029 19.693634 20.060303 20.432198 20.623247 
134.08542472 0.15457772 20.451155 20.010336 20.134382 20.291101 20.286064 
134.09901467 35.05198589 19.58267 19.461462 19.789751 20.060884 20.5236 
134.1055635 1.263474 20.622194 20.286007 20.425667 20.634768 21.088474 
134.12562836 28.98180376 20.23929 19.830568 19.922594 20.086956 20.114286 
134.14385155 50.46340664 16.929945 17.203279 17.703743 18.020044 18.328106 
134.1558124 32.45761917 19.588112 19.205299 19.326887 19.495205 19.790047 
134.16825754 23.3525164 19.179672 19.095774 19.379066 19.661564 19.922529 
134.17121186 15.86841942 20.127218 19.693953 19.879026 20.104626 20.286957 
134.18631912 10.45368955 18.523836 18.883339 19.342245 19.654228 19.91291 
134.18691141 8.40809726 20.549751 20.249781 20.513512 20.676605 21.105944 
134.19871186 31.98591132 19.512854 19.10409 19.26557 19.402821 19.616028 
134.20139387 18.96805347 19.267519 18.897209 19.030622 19.211704 19.429031 
134.2107266 27.85499199 18.758854 18.626427 18.921495 19.213934 19.352646 
134.21936753 23.56160572 18.850889 18.498095 18.870642 19.009771 19.309278 
134.22159236 2.80680741 19.655712 19.289986 19.361973 19.637003 19.81839 
134.239199 31.69854694 19.484056 18.965607 19.110071 19.316959 19.530546 
134.24165412 3.82760637 20.486897 20.189169 20.465851 20.764004 20.759384 
134.26887698 41.85573076 19.440674 19.112499 19.239677 19.502239 19.689823 
134.26936185 12.37406769 18.562315 18.243731 18.509192 18.757111 19.100754 
134.30634507 20.39106069 19.217089 19.39551 19.815985 20.166613 20.72036 
134.34457328 24.30277873 17.136307 17.489269 17.964777 18.316151 18.690996 
134.35948461 28.65347469 20.629435 20.095648 20.252243 20.533989 20.530144 
134.36459302 2.96810312 17.814606 17.726353 18.056126 18.319822 18.599943 
134.40065723 1.28724358 20.04228 19.649727 19.659458 19.878832 19.915623 
134.40683386 6.40772031 20.466162 19.979303 20.242094 20.463867 20.857067 
134.4118138 40.4061027 19.850891 19.901375 20.332962 20.696291 21.531668 
134.42521152 36.59074559 18.033932 18.175949 18.620392 18.939547 19.224329 
134.42649087 29.97044777 18.692125 18.330706 18.448196 18.690462 18.91176 
134.43152681 55.56749768 20.844555 20.313398 20.497831 20.674442 20.925423 
134.43174276 23.47591674 20.187281 19.767851 19.905893 20.144587 20.346252 
134.43512933 34.24449712 20.66996 20.215134 20.453032 20.716663 20.926987 
134.44244115 3.71537029 17.741842 17.969585 18.259298 18.394335 18.528212 
134.45511317 32.89322391 20.787025 20.403643 20.468454 20.458332 20.506279 
134.45679758 18.1340196 17.968271 17.388016 17.137848 17.075991 17.084414 
134.45682615 20.77984791 19.878361 19.653542 19.945101 20.248331 20.521597 
134.46976698 12.61428861 19.588276 19.292946 19.56078 19.833755 19.900705 
134.4811917 23.75601114 19.929691 19.430191 19.53351 19.707428 19.689634 
134.49894108 47.5086919 20.114414 19.952009 20.272844 20.598166 20.971825 
134.51687538 53.17552523 17.824772 18.057852 18.512529 18.840406 19.191877 
134.51928174 -0.52699584 20.54789 20.347178 20.639694 20.851233 20.990227 
134.53789886 25.359625 18.258924 18.494501 19.008139 19.342264 19.644371 
134.53832841 2.79733499 20.619843 20.233969 20.140511 20.166054 20.434072 
134.54411137 14.11813402 19.588024 19.19075 19.431417 19.689453 19.916262 
134.5463233 0.62668247 18.723501 18.577198 18.940399 19.224329 19.562553 
134.55132143 58.41659075 20.063921 19.652496 19.852921 20.089344 20.21207 
134.55614249 38.0217121 20.036993 19.767315 19.997576 20.195723 20.639145 
134.56135026 29.90749993 18.622974 18.522486 18.907183 19.17593 19.468908 
134.56719218 25.60642857 19.321196 19.484016 19.824335 20.138876 20.247988 
134.61170777 19.94624488 19.565224 19.376904 19.684347 19.964407 20.076912 
134.61239188 0.3311195 19.402367 19.075254 19.116697 19.234968 19.312941 
134.62006946 44.26497151 18.603991 18.287926 18.313988 18.462433 18.582407 
134.62780922 9.75753959 19.898893 19.705542 19.982443 20.220278 20.397732 
134.63157758 42.48956816 18.956718 18.519365 18.456881 18.469921 18.57583 
134.64408385 25.91358569 20.084557 20.190037 20.53582 20.928127 21.076777 
134.65483631 0.29344402 20.343376 20.221289 20.569399 20.777153 21.896479 
134.6598929 35.94417882 19.999792 19.865492 20.18145 20.527575 21.046305 
134.66596758 44.17505973 18.327055 17.884153 17.841921 17.935417 18.110064 
134.68244794 3.80487263 20.166046 19.713066 20.011616 20.215553 20.743507 
134.68747473 39.76469255 19.575359 19.603096 19.990438 20.249722 20.585638 
134.71031558 3.3629425 20.521769 20.182934 20.078098 20.09271 20.288004 
134.71037398 51.87896279 18.404221 18.373932 18.720366 19.019522 19.392916 
134.71610049 32.77660355 17.450928 17.173361 17.472309 17.770069 18.047108 
134.71630487 39.61204301 19.852478 19.759533 20.133528 20.45019 20.420622 
134.7255177 23.10912521 18.72216 18.875334 19.291235 19.569666 19.826456 
134.74371537 30.20869183 17.881824 17.693594 17.892998 18.096584 18.301823 
134.74416158 27.28665238 19.941719 19.725885 20.062265 20.266632 20.620008 
134.74928225 5.13255385 19.654428 19.185162 19.489082 19.703403 19.823301 
134.76402101 57.84821702 20.479782 20.106432 20.132994 20.235317 20.288252 
134.76650383 18.67847969 18.718145 19.035406 19.49284 19.838976 20.005186 
134.76814537 38.11155671 19.588779 19.256796 19.52199 19.705376 19.977303 
134.77593233 1.32679832 18.339474 18.74279 19.13109 19.527729 19.804424 
134.7990272 57.01193863 20.596302 20.559597 20.896624 21.158815 20.945038 
134.80485969 19.23367968 20.723843 20.406517 20.592995 20.963774 20.92597 
134.8362461 36.86646058 19.881479 20.070917 20.488617 20.648758 21.1751 
134.8412921 4.63677016 18.342495 18.196386 18.491154 18.786469 18.947491 
134.86713096 36.58180382 20.741983 20.32613 20.586967 20.941776 20.415512 
134.87316075 15.12254647 17.372526 17.746824 18.208836 18.589422 18.929909 
134.88164582 31.80375156 18.884947 19.261992 19.767658 20.076416 20.856022 
134.89999259 -0.7971315 19.652336 19.756145 20.122915 20.458061 20.806551 
134.90545502 8.35731509 18.589199 18.677963 19.068857 19.377714 19.750839 
134.92335747 1.95734448 19.780989 19.641239 19.968828 20.278683 20.760382 
134.9277899 27.48017674 19.632248 19.535307 19.862782 20.198944 20.369282 
134.93081928 64.37878138 18.462492 18.786381 19.22117 19.628559 20.019772 
134.93155991 19.9587663 19.660503 19.546276 19.835199 20.094278 20.228323 
134.93415461 50.68083055 16.820614 17.108702 17.550274 17.897697 18.359829 
134.93647837 2.80633862 20.600664 20.27877 20.487501 20.869703 21.270269 
134.93693965 36.49732398 19.381004 19.019375 19.282791 19.545582 19.836603 
134.94719496 42.35364139 18.016409 17.758528 18.021854 18.279633 18.521917 
134.95481703 40.53667201 19.778702 19.329166 19.296162 19.331905 19.482191 
134.96538966 8.60505566 19.007446 18.614748 18.636442 18.74082 18.943859 
134.9750648 41.91148683 18.254393 17.791809 17.82827 17.913687 18.049046 
134.97629547 49.42512306 18.687653 18.67391 19.126652 19.385557 19.682083 
134.98284246 23.78028843 18.102942 18.350374 18.787235 19.160568 19.423082 
134.99354741 2.47294013 20.447582 20.105738 20.10762 20.223156 20.345844 
134.99664544 4.0182615 20.130104 19.846962 20.143032 20.294565 20.300844 
135.02319561 6.2598247 17.43704 17.271067 17.581356 17.891127 18.186831 
135.02866835 2.78301185 20.653263 20.400883 20.948721 21.51972 21.730652 
135.02876504 0.25192364 19.856758 19.802217 20.159916 20.434435 20.486717 
135.0457506 2.8147008 20.564041 20.209387 20.440613 20.657825 20.945923 
135.05885215 56.28240013 20.760389 20.363964 20.414646 20.470964 20.285019 
135.05991645 33.19444961 18.887072 18.542046 18.605371 18.719786 18.983238 
135.06040832 37.96371192 19.001709 18.943714 19.310984 19.507854 19.854475 
135.07361831 26.70235155 19.358614 18.961754 19.077682 19.315418 19.40304 
135.0812458 0.75491672 20.242887 19.857071 20.151192 20.375988 20.348513 
135.08123965 23.45778575 18.526066 18.150177 18.346676 18.557722 18.859842 
135.09958511 23.73145611 17.962442 18.464809 19.03496 19.447065 19.796257 
135.10158809 29.30859114 17.78701 17.953074 18.376007 18.705908 18.987682 
135.11931937 21.14725431 20.491037 20.051384 20.346273 20.448761 21.179338 
135.12356897 18.32827986 16.985752 17.072689 17.410486 17.688974 17.947153 
135.15486243 32.12647945 18.880295 18.542713 18.799297 18.980165 19.263115 
135.15722911 31.6872034 20.488077 20.090836 20.301878 20.57793 20.871391 
135.17118315 19.12066015 18.019814 17.619265 17.789047 17.989304 18.186239 
135.17471658 1.26413537 20.220701 19.923618 19.878063 20.03507 19.820452 
135.18024684 22.23191527 19.398666 18.997606 19.036718 19.116268 19.282301 
135.18025542 26.31733869 19.737831 19.595253 19.87693 20.111414 20.418367 
135.18316157 57.08421445 20.104467 19.908648 20.175516 20.282539 21.029821 
135.20878232 0.04705496 19.153738 18.752892 18.948647 19.135427 19.371422 
135.22418921 31.00597913 19.693523 19.240427 19.109121 19.10392 18.952927 
135.23358516 20.04853846 19.337143 19.115499 19.390558 19.63106 19.969219 
135.24258303 3.61330752 18.921278 18.939789 19.336325 19.612402 19.957556 
135.24939663 6.4890452 17.651985 17.727186 18.07695 18.35441 18.590374 
135.25007629 56.95378771 19.530615 19.926353 20.422926 20.866924 21.220531 
135.26492659 27.62793422 20.384344 20.165527 20.459526 20.70973 20.649559 
135.26683778 16.99157546 19.670954 19.277679 19.48111 19.685539 19.917431 
135.30187208 2.87902028 18.519739 18.877932 19.294605 19.696203 20.089336 
135.31740912 0.14508949 19.719257 19.267872 19.483849 19.746927 19.880085 
135.31757843 16.50354264 18.942587 19.020916 19.38575 19.71512 19.81794 
135.31936358 30.17646676 17.430948 17.898993 18.398413 18.771832 19.187929 
135.32355072 5.69629274 20.140043 19.676605 19.823826 19.916456 20.242374 
135.34580711 43.68926884 19.861963 19.537979 19.808296 20.077194 20.465836 
135.3493633 35.10456584 18.868299 18.462439 18.66382 18.895658 19.155745 
135.34952418 28.2043252 20.576849 20.281233 20.221901 20.254919 20.26815 
135.3507111 17.76315215 20.235701 20.029333 20.437006 20.646368 20.850605 
135.35965258 38.45154289 19.86643 19.951836 20.318035 20.690151 20.782911 
135.37194488 47.47551192 17.380281 17.670486 18.146158 18.471281 18.75515 
135.39212947 61.6263626 19.865294 19.2887 19.069355 19.084517 19.14382 
135.39290089 8.37830748 18.915174 18.826666 19.163391 19.440546 19.957697 
135.39511909 0.05754247 19.184292 19.280054 19.697577 20.00535 20.314701 
135.4004747 16.45114263 16.667873 17.081015 17.559593 17.943464 18.237768 
135.41610499 10.37528654 18.292933 18.250566 18.61001 18.880402 19.055901 
135.41650569 6.09649272 19.098763 18.664896 18.77544 18.880157 19.064648 
135.441004 48.25267806 17.659859 17.759939 18.14901 18.509178 18.781908 
135.45261097 0.83776705 19.506985 19.082247 19.106739 19.209459 19.33276 
135.46423441 0.95039416 19.690334 19.333162 19.585035 19.826216 20.168179 
135.46607944 5.32976405 20.271547 20.139452 20.423994 20.647282 20.741282 
135.4870687 6.23930233 20.706421 20.442936 20.438759 20.540796 20.581446 
135.54287618 33.58605876 16.144629 16.294338 16.72683 17.02018 17.355679 
135.54901392 13.88813434 19.050297 18.693552 18.621185 18.666367 18.786314 
135.61309148 42.84417617 19.372223 18.989162 19.032997 19.116661 19.311905 
135.62444933 25.95534644 19.737671 19.185986 18.884562 18.80315 18.83371 
135.63189251 26.39094288 18.463303 18.59095 18.972466 19.290934 19.670092 
135.63233742 18.59858569 19.826162 19.412088 19.415138 19.688904 19.839231 
135.63398734 33.92173843 20.326429 20.227478 20.519529 20.771603 21.449377 
135.65174372 0.55792939 20.24741 19.982668 20.154072 20.42318 20.384144 
135.65661637 47.7467147 19.561808 19.928183 20.478395 20.785072 20.721569 
135.67020335 28.17466563 19.514194 19.099459 19.089132 19.151014 19.2523 
135.68179786 42.13907378 20.798439 20.195364 20.307529 20.640524 20.955956 
135.71764467 41.67921347 19.24353 18.843943 18.985041 19.044809 19.328234 
135.72086785 10.54522956 20.461987 20.107994 20.177 20.391678 20.643177 
135.72534565 57.97275108 18.217346 17.930206 18.255781 18.514706 18.822268 
135.74259807 23.11116613 17.582987 17.299576 17.466816 17.695719 17.94565 
135.76988304 -0.04896319 20.52537 20.171497 20.380329 20.719889 21.025782 
135.77278363 56.7051382 19.521397 19.578751 20.070305 20.390182 20.68092 
135.77781312 9.06462047 19.446064 18.992022 19.190849 19.425848 19.680712 
135.80890088 37.18782683 20.200268 19.959902 20.286411 20.52462 20.959135 
135.82095262 24.73531077 18.191935 17.781191 17.738052 17.777172 17.928972 
135.82230944 1.76321386 20.552265 20.301764 20.572687 20.883924 21.148972 
135.82727759 20.21271661 17.587507 17.075891 16.882566 16.865919 16.962681 
135.83772871 6.74084292 18.220474 18.647717 19.070398 19.345415 19.626802 
135.84042983 21.66441059 18.951305 18.497154 18.414848 18.38979 18.464729 
135.84458721 19.41113242 20.718658 20.370911 20.548454 20.693707 20.908297 
135.84630454 27.45240188 19.646822 19.070114 18.961735 18.914957 18.998468 
135.85195005 13.71095427 18.740396 18.726353 19.06819 19.397299 19.571989 
135.85244512 3.82814994 19.564083 19.459639 19.811554 20.142067 20.230556 
135.8550828 8.14363377 20.115839 20.066734 20.249077 20.507587 20.756104 
135.86192995 48.01935384 17.972202 18.153263 18.598 18.894516 19.267815 
135.86487128 44.45454236 19.627699 18.940907 18.765039 18.700191 18.714256 
135.86896237 7.75352978 19.514935 19.140997 19.309021 19.442635 19.69932 
135.88047274 38.77537612 20.49588 20.397892 20.754898 21.051321 21.085764 
135.88220332 56.66411219 19.039053 18.634172 18.735519 18.860765 18.955015 
135.8845664 6.92311944 19.793037 19.33922 19.508581 19.701023 19.914396 
135.88541091 16.43363513 16.127382 16.49251 17.000496 17.363537 17.677485 
135.90593185 4.26030296 19.281036 19.418236 19.804173 20.153694 20.442944 
135.91243049 1.19542991 19.281212 19.51762 19.955305 20.371307 20.561668 
135.92352869 38.31757698 20.322205 20.244627 20.563221 20.788275 20.546289 
135.93138411 0.42139168 19.88847 19.597181 19.887827 20.165462 20.415064 
135.93390705 57.83302931 20.040302 19.977348 20.39805 20.687746 21.304365 
135.94610055 11.39960618 19.290337 19.065538 19.340149 19.602005 19.735641 
135.95236652 8.58236416 18.094254 17.873362 18.221977 18.497616 18.735752 
135.95463914 5.13259055 19.368147 18.956026 19.131058 19.337114 19.793861 
135.97001631 19.61209793 15.980514 16.365953 16.842136 17.221657 17.509375 
135.97988125 -0.56203794 17.72872 17.599352 17.916361 18.174763 18.487164 
135.99832858 37.6717651 16.841915 17.169323 17.652046 18.056402 18.392723 
136.00735211 38.35626617 19.312408 18.979185 19.058794 19.246994 19.539183 
136.01174141 13.81975904 17.025152 16.755972 16.65419 16.711248 16.815872 
136.02880656 10.09603005 20.190241 19.952009 20.223316 20.43009 20.365192 
136.04337392 40.80547341 18.376303 18.233555 18.556339 18.783482 18.964331 
136.06858987 58.71694081 17.485785 17.543362 17.928057 18.23151 18.529602 
136.08192942 2.75791078 20.092529 19.690849 19.775396 19.925491 20.152323 
136.09004391 29.01918707 20.113199 19.849192 20.110744 20.445904 20.497498 
136.09117011 1.86211364 20.387861 20.070467 20.335903 20.554504 20.823187 
136.09808458 22.20280607 18.717493 18.168062 18.407848 18.606634 18.756918 
136.12136238 5.91210849 20.473295 20.084007 20.312456 20.613119 20.774166 
136.12338402 6.06890049 20.596151 20.278149 20.427006 20.673058 20.697411 
136.1325781 14.6298429 17.999943 18.107439 18.518951 18.836655 19.171188 
136.15938532 19.8665039 19.992285 19.828167 20.065708 20.428549 20.744474 
136.16235083 58.6701953 19.63275 19.159655 19.277754 19.327847 19.555639 
136.16581975 33.96186485 19.52203 19.483778 19.736462 20.040182 20.32869 
136.1664287 28.30370275 19.68268 19.337025 19.348289 19.371572 19.510822 
136.16984654 6.74144554 19.67058 19.354942 19.464993 19.64789 19.757397 
136.23457844 34.64180328 17.893482 18.100962 18.596918 18.880424 19.22427 
136.24692442 37.06231857 19.438103 19.094778 19.277868 19.449879 19.613874 
136.25173864 35.98065561 18.777367 19.069658 19.542343 19.904354 20.000772 
136.25518043 1.23382251 19.989862 19.572182 19.751085 19.985294 20.135798 
136.26092514 11.1727807 19.358034 19.440041 19.780222 20.109468 20.331764 
136.26500849 2.92970235 20.312201 19.891439 20.182316 20.497034 21.265919 
136.26813924 38.22911167 18.94165 19.103384 19.590805 19.922855 20.4028 
136.29819811 2.81743887 19.67075 19.275438 19.333363 19.532143 19.744753 
136.3044395 6.35044709 19.368341 19.447823 19.885363 20.151215 20.524805 
136.32072818 3.26804007 17.436197 17.31218 17.600321 17.892117 18.203436 
136.32264134 28.24797986 19.813217 19.668568 19.982475 20.285065 20.491352 
136.34128038 24.21072373 20.482042 20.266756 20.503254 20.857634 20.770636 
136.34559888 7.25534205 19.052032 18.609261 18.621479 18.704092 18.772856 
136.34836565 28.62890713 20.788677 20.478264 20.618717 20.806845 20.581263 
136.35488974 51.72284268 18.534279 18.174841 18.068317 18.114468 18.184235 
136.35624425 39.72752854 18.150991 17.778606 18.079424 18.333178 18.592237 
136.36120724 5.30301765 20.78875 20.18693 20.336575 20.446848 20.45484 
136.37305988 5.42881278 19.964275 19.513018 19.735128 19.927582 20.289972 
136.37394238 1.19314694 20.298719 19.826872 19.768332 19.880049 19.957838 
136.39954253 36.62853919 19.905376 19.530165 19.806116 20.091608 20.173754 
136.40083701 2.29495824 19.180477 18.777388 19.029573 19.232693 19.402107 
136.40134755 30.16915742 20.176079 19.959335 20.212437 20.478443 20.484978 
136.41052606 57.88740461 20.786358 20.349108 20.162006 20.254524 20.209644 
136.41190975 5.09880761 20.075018 20.0354 20.368435 20.605654 20.676859 
136.42899745 26.79593296 18.390379 17.992243 18.033226 18.116039 18.308084 
136.42910841 34.46840913 20.029688 19.719711 19.942667 20.147596 20.618145 
136.43102431 16.70279754 18.75433 18.338579 18.361332 18.443129 18.527761 
136.43984671 32.67741051 18.269037 18.533146 18.992512 19.317749 19.71851 
136.479259 3.6684461 19.169594 18.833542 19.151152 19.344748 19.608671 
136.48154583 -0.07163542 20.283394 20.218784 20.574503 20.884638 21.268724 
136.49836781 8.72353826 18.426737 17.973112 18.15074 18.207479 18.377527 
136.51060356 43.5590185 19.916876 19.632896 19.953239 20.310654 20.8745 
136.5444923 1.37315339 19.807144 19.295425 19.096939 19.058802 19.049503 
136.54519162 14.65695378 19.020802 18.645269 18.607019 18.729759 18.803949 
136.54583838 41.68732307 16.733358 17.137856 17.641911 17.966339 18.194502 
136.55569587 42.83416394 17.666821 17.932209 18.420528 18.767416 19.059858 
136.55578408 30.49452535 19.651447 19.769447 20.164608 20.539789 20.63431 
136.56943008 44.34900406 20.253719 19.948854 20.166677 20.385006 20.56222 
136.59014893 38.16562644 17.867973 17.878059 18.220505 18.494574 18.824472 
136.59207702 20.59753969 18.579498 18.249615 18.424561 18.6985 18.929684 
136.60106709 -0.40781638 18.173231 17.742134 17.922586 18.101683 18.372728 
136.60361149 23.5424649 18.786617 18.801481 19.10964 19.411303 19.592772 
136.62585821 0.97130815 19.559923 19.361755 19.689058 19.969009 20.420849 
136.64121115 64.5988413 19.347612 19.202118 19.427616 19.654177 19.930113 
136.65069897 8.28497092 19.353088 19.193495 19.505478 19.837914 20.369442 
136.66079169 7.01657876 15.422024 15.249169 15.573682 15.839955 16.127178 
136.66472312 5.13729095 19.742491 19.380533 19.559376 19.734083 19.881212 
136.66793596 35.29320679 20.434542 19.981794 20.255268 20.504982 20.537256 
136.69358805 30.66296034 19.615961 19.504404 19.781929 20.031828 20.198204 
136.72223787 39.31357399 19.490133 19.124853 19.381378 19.587685 19.852554 
136.72266621 25.65903914 20.260454 20.087639 20.376471 20.587208 20.833118 
136.72666475 38.47662764 20.135263 19.932976 20.327883 20.634565 21.191051 
136.73126606 24.25122603 19.495131 19.113047 19.196012 19.321512 19.435333 
136.73541717 10.97888328 20.133881 19.937855 20.225616 20.51536 20.69442 
136.738579 21.75791942 20.070229 19.749447 20.068954 20.304382 20.764349 
136.75079419 18.61020788 20.247244 19.774588 20.008844 20.21101 20.190825 
136.76975326 57.45656909 19.002174 18.924118 19.254377 19.499842 19.652008 
136.77888976 8.35621829 20.781956 20.429056 20.651237 20.918859 20.978487 
136.7879055 28.04121495 19.026569 18.798235 19.096052 19.344269 19.640673 
136.78806646 42.03070656 19.14123 19.493048 20.004797 20.335909 20.36813 
136.79533156 21.30878448 19.918844 19.879452 20.269678 20.519918 21.113823 
